<<<<<<< HEAD
garbage,12.9605485,77.6420192,https://mmi309.whatsapp.net/d/10vN9YcAM0FmmjiaB_QyXVa_UtsABSuo3g15OA/AifAfIg0CjIPrboY7n7qWYmVWb8GyLuilkH-9bzk95oi.jpg,Done
garbage,12.9603496,77.6459514,https://mmi405.whatsapp.net/d/RmGkG0W_dA6UbmZRlllobFa_UyIABSuo4kQZIA/AnIGUwNCK51UHa72De_MpLsxits6aAaZ_x0-mEf6qvl5.jpg,
garbage,12.977255192129057,77.64095552265644,https://mmi467.whatsapp.net/d/6LCkM5k9HZztYkKAoGW3WFa_U4QABSuo6B0OKQ/AlIb5RZW-7yAH4YVFL9ThhTuXGY9dA-vYU9m5p3WQb5F.jpg,
garbage,12.902918216122428,77.6162165030837,https://mmi746.whatsapp.net/d/XIGIOTDZ6kO1MjRYh2O__la_U_4ABSuo72XaaA/Ah_LbE9CnMohCValp_P9s8-8oadunUhScb7PWwFRTM-W.jpg,Garbage
garbage,12.8446544,77.6631104,https://mmi690.whatsapp.net/d/5gE-eAw239esBy6Rjgul9la_bnMABSuqgxiCsw/ArQcRLYCaW4QsxZdXiBarOT9mwEe3OKt28N_T2Ol3SP9.jpg,Vhhfc
garbage,12.8446255,77.663114,https://mmi660.whatsapp.net/d/SZG1Z79lnpda1iDr5EvYela_bvkABSuqixpJFQ/Al52lto0-bL8C54W9OLhxSNSpGw2tkVwvSud6Yj2oZK6.jpg,Fvv
garbage,12.8445981,77.6634058,https://mmi241.whatsapp.net/d/w02xx2ILyk6Hnp08dZul5FbACzYABSuz2xNcTQ/Am8O8478lLthwIVJLGhVFumklCO1pfmqIuUSJp5ythpj.jpg,
=======

garbage,12.9605646,77.6420099,https://mmi422.whatsapp.net/d/m4Fv07UMn01AVuxzggCjtVa_KiAABSumcJGvXQ/Am8S8rRyGDuXkUZ33Gc6O5xGQabYYCbMN4kkV5yHpiPD.jpg,Hello
electricity,12.9605397,77.6420725,https://mmi751.whatsapp.net/d/CwmlHKo-63rBkzSVfLmZF1a_LX8ABSumpAURRg/Anm7hsifc7tuRrQYva-JGrWlNyaCs_STnNnbs5fCtKHJ.jpg,Electricity problem
garbage,12.9604963,77.6424258,https://mmi286.whatsapp.net/d/I2UWCyxrN-wXByL1-bncjFa_NMQABSunEu_bkg/AsgoeyJnlzESn0Ih4AmMFtekWIiXBhKf2ib1hhQeX7ZL.jpg,Attitude
garbage,12.9605508,77.6420401,https://mmi669.whatsapp.net/d/yLIuA-qc5bVmoPppPOr9uFa_SbsABSuoUta4Kw/AjuCF4EZ4juqRSNYcxwa3YCI4MY4NrQv4m5H5WOZq8lY.jpg,Ok
garbage,12.966191,77.639124,https://mmi327.whatsapp.net/d/Tc_SHtueGFRRXAHep2O8ZFa_SegABSuoVXxGwg/AoAgXpZIdBB9-OYG5LYk424XGdTFHs2JgAfzC7L_uMBd.jpg,Ok
>>>>>>> 757935735d8829d8c855148969bb40903b57b277
